title,text,url,date,source,label
General Atlantic invests in Gujarat-based Balaji Wafers for undisclosed sum,"There is significant growth potential in India’s packaged snacks market as households increasingly seek affordable, convenient and high-quality food products, General Atlantic said post the investment in Balaji.",https://www.livemint.com/companies/news/general-atlantic-stake-in-balaji-wafers-snacking-market-india-fmcg-11769058231200.html,"Thu, 22 Jan 2026 11:01:04 +0530",livemint_companies,neutral
"Deepinder Goyal resigns as Zomato CEO — Check his net worth, salary, education, family",Deepinder Goyal said in a letter to shareholders on Wednesday that he was shifting focus to his other ventures involving “exploration and experimentation beyond the company's core businesses.”,https://www.livemint.com/companies/people/deepinder-goyal-resigns-as-zomato-ceo-check-his-net-worth-salary-education-family-11769057427363.html,"Thu, 22 Jan 2026 10:45:31 +0530",livemint_companies,neutral
"Anand Mahindra calls Blackstone CEO's India praise ‘massive news, even by Davos standards’ — Here's why",Blackstone CEO Steve Schwarzman had earlier hailed India as the company's number one business. Anand Mahindra called his a great validation of India's trajectory.,https://www.livemint.com/companies/people/anand-mahindra-calls-blackstone-ceos-india-praise-massive-news-even-by-davos-standards-heres-why-11769055718736.html,"Thu, 22 Jan 2026 10:12:26 +0530",livemint_companies,neutral
"JSW Steel Q3 preview: Import curbs lift stock, but earnings seen under pressure",Mumbai: JSW Steel stock has surged in the past three weeks in tandem with domestic steel prices after the government put a levy on cheaper imports.,https://www.livemint.com/companies/news/jsw-steel-q3-earnings-preview-jsw-steel-stock-steel-prices-india-11769047894927.html,"Thu, 22 Jan 2026 10:11:28 +0530",livemint_companies,neutral
"Ubisoft shake-up: 6 Games scrapped, studios closed, and ‘Sands of Time’ remake killed in massive reset","Ubisoft has announced a restructuring that includes the cancellation of 6 games, including ‘Prince of Persia: The Sands of Time Remake’, and the closure of studios. Additionally, 7 games have been delayed to 2027 to meet enhanced quality standards.",https://www.livemint.com/companies/news/ubisoft-shake-up-6-games-scrapped-studios-closed-and-sands-of-time-remake-killed-in-massive-reset-11769049964914.html,"Thu, 22 Jan 2026 08:34:09 +0530",livemint_companies,neutral
Beyond the Crash: Is Kalyan Jewellers underperformance a red flag?,"Kalyan Jewellers has had a rough start to 2026, with the stock sliding 17.5% this calendar year, lagging peers. On Wednesday, Kalyan Jewellers’ stock slid to its 52-week low of₹390, plunging 12% and remaining deep in the red, while peers are up 0.4-4.5%. Sky Gold and PC Jeweller have slipped too, but only marginally, by 0.4-1%.",https://www.livemint.com/companies/beyond-the-crash-is-kalyan-jewellers-underperformance-a-red-flag-11769004442259.html,"Thu, 22 Jan 2026 07:00:57 +0530",livemint_companies,neutral
TikTok Gets Reprieve in Canada After Court Shelves Ban Order,"TikTok will be able to continue operating its subsidiary in Canada for now, after a previous order for it to wind down its operations in the country was shelved by a judge.",https://www.livemint.com/companies/tiktok-gets-reprieve-in-canada-after-court-shelves-ban-order-11769030405326.html,"Thu, 22 Jan 2026 02:50:04 +0530",livemint_companies,neutral
World sees India through Bengaluru: DK Shivakumar,World sees India through Bengaluru: DK Shivakumar,https://www.livemint.com/companies/world-sees-india-through-bengaluru-dk-shivakumar-11769022092254.html,"Thu, 22 Jan 2026 00:31:31 +0530",livemint_companies,neutral
"L&amp;T bets $1 bn on inhouse forte to face Tata, Adani, Reliance in AI data centres","MUMBAI/NEW DELHI: Larsen and Toubro Ltd expects its billion-dollar bet on data centres to pay off, banking on its ability to control costs by owning land, physical infrastructure and servers. India’s largest engineering and construction company believes this end-to-end ownership will allow it to offer some of the cheapest services to clients, even as demand for data centres accelerates alongside the global push into artificial intelligence.",https://www.livemint.com/companies/lt-tata-adani-reliance-ai-data-centres-11768998685257.html,"Wed, 21 Jan 2026 22:07:43 +0530",livemint_companies,neutral
"Dr Reddy’s net profit beats estimates despite 14% dip, set for India semaglutide launch","The firm’s revenue grew nearly 4.4% year-on-year but declined marginally sequentially by 0.9%, while its profit after tax was down 14% year-on-year and 16% quarter-on-quarter, as product-specific headwinds persisted.",https://www.livemint.com/companies/dr-reddy-s-net-profit-beats-estimates-despite-14-dip-set-for-india-semaglutide-11768997007304.html,"Wed, 21 Jan 2026 20:13:50 +0530",livemint_companies,neutral
"Dalmia Bharat Q3 profit declines 46% as cement prices fall in east, south","Weak demand, price corrections after GST rationalization and rising costs weighed on earnings, even as the company flagged early signs of price recovery from January.",https://www.livemint.com/companies/company-results/dalmia-bharat-q3-profit-declines-46-as-cement-prices-fall-in-east-south-11769002093989.html,"Wed, 21 Jan 2026 19:54:54 +0530",livemint_companies,neutral
When Deepinder Goyal asked Albinder Dhindsa to leave twice after Blinkit's acquisition,"Deepinder Goyal has resigned as CEO and MD of Eternal, effective February 1, with Blinkit CEO Albinder Dhindsa set to replace him. Goyal previously discussed his decision to ask Dhindsa to leave post-Zomato's acquisition of Blinkit.",https://www.livemint.com/companies/people/when-deepinder-goyal-asked-albinder-dhindsa-to-leave-twice-after-blinkits-acquisition-eternal-zomato-11768997426754.html,"Wed, 21 Jan 2026 19:22:40 +0530",livemint_companies,neutral
Intel results to spotlight turnaround efforts as AI data centers boost chip demand,CEO Lip-Bu Tan has overhauled Intel’s chipmaking operations and tightened what he said was a bloated management structure,https://www.livemint.com/companies/company-results/intel-results-to-spotlight-turnaround-efforts-as-ai-data-centers-boost-chip-demand-11769001419268.html,"Wed, 21 Jan 2026 18:56:54 +0530",livemint_companies,neutral
"5 things to know about Blinkit's Albinder Singh Dhindsa, who will replace Deepinder Goyal as Eternal CEO","Deepinder Goyal says Blinkit CEO Albinder Singh Dhindsa has the DNA of a battle-hardened founder, and his ability to execute far exceeds his.&amp;nbsp;",https://www.livemint.com/companies/people/blinkit-chief-albinder-singh-dhindsa-set-to-replace-deepinder-goyal-as-eternal-ceo-5-things-to-know-about-him-11768994145187.html,"Wed, 21 Jan 2026 18:42:44 +0530",livemint_companies,neutral
"New lift standards for PwDs to force redesigns for India’s property, infrastructure developers","NEW DELHI: India is set to notify revised and stricter national standards for elevators used by people with disabilities, designed to make buildings safer for them, more accessible and easier to navigate independently.",https://www.livemint.com/companies/new-lift-standards-people-with-disabilities-pwds-property-developers-infra-builders-accessible-india-lift-operations-11768987070005.html,"Wed, 21 Jan 2026 17:05:29 +0530",livemint_companies,neutral
Why has Deepinder Goyal quit as Eternal CEO and what's next for company and him? He explains in letter to shareholders,"Explaining why he stepped down as the CEO, Deepinder Goyal mentions in his letter that he has lately felt drawn to a new set of ideas that involve risks and experiments, which are only possible outside the company.",https://www.livemint.com/companies/people/why-deepinder-goel-quit-as-eternal-ceo-and-what-next-for-the-company-and-him-he-explains-in-letter-to-shareholders-11768992114468.html,"Wed, 21 Jan 2026 16:36:16 +0530",livemint_companies,neutral
IndiaMART to step up tech investments over two years after strong Q3: CEO Dinesh Agarwal,"BENGALURU: Riding a sharp jump in December-quarter earnings, B2B e-commerce marketplace IndiaMART InterMESH Ltd is gearing up to invest in technology over the next two years, doubling down on AI-led automation and platform upgrades to turn leads into customers and improve supplier relations, a top executive toldMinton Wednesday.",https://www.livemint.com/companies/indiamart-tech-investments-strong-q3-ceo-dinesh-agarwal-ai-tools-supplier-retention-south-india-quick-commerce-b2b-11768982445699.html,"Wed, 21 Jan 2026 16:23:53 +0530",livemint_companies,neutral
"Eternal CEO Deepinder Goyal resigns, Blinkit's Albinder Singh Dhindsa to take charge","Eternal's CEO Deepinder Goyal has resigned, effective 1 February. The Board has recommended him for the position of Vice Chairman, while Albinder Singh Dhindsa will take over as the CEO. The announcement was made alongside the financial results for the December quarter.",https://www.livemint.com/companies/news/deepinder-goyal-to-step-down-as-eternal-ceo-blinkits-albinder-singh-dhindsa-to-take-charge-11768991358105.html,"Wed, 21 Jan 2026 16:07:09 +0530",livemint_companies,neutral
Eternal Q3 Results: Profit surges 73% YoY to  ₹102 crore; revenue jumps 3-fold,"Managing director and CEO Deepinder Goyal stepped down from his role. Blinkit CEO Albinder Dhindsa will take over from him from 1 February, while Goyal will be appointed vice chairman.",https://www.livemint.com/market/stock-market-news/eternal-q3-results-profit-surges-73-yoy-to-rs-102-crore-revenue-jumps-3fold-11768991579241.html,"Wed, 21 Jan 2026 16:05:28 +0530",livemint_companies,neutral
Who is Ganesh Lakshminarayanan? Tata Communications appoints industry veteran as new MD &amp; CEO,Tata Communications appointed industry veteran Ganesh Lakshminarayanan as the company's new MD and CEO. Here's what you need to know about the appointment and the veteran's decades-long career.,https://www.livemint.com/companies/people/who-is-ganesh-lakshminarayanan-tata-communications-appoints-industry-veteran-as-new-md-ceo-11768989472361.html,"Wed, 21 Jan 2026 15:52:38 +0530",livemint_companies,neutral
Kapur family feud deepens as Rani Kapur moves Delhi HC to scrap Sona Comstar trust,"Rani Kapur has alleged the trust was created through fraud to strip her of assets and control of the Sona Group, escalating the legal battle over Sunjay Kapur’s estate.",https://www.livemint.com/companies/news/kapur-family-feud-deepens-as-rani-kapur-moves-delhi-hc-to-scrap-sona-comstar-trust-11768982667741.html,"Wed, 21 Jan 2026 15:03:44 +0530",livemint_companies,neutral
